codigo;ex;Tipo;descricao;NacionalFederal;ImportadoFederal;estadual;municipal;VigenciaInicio;VigenciaFim;Chave;Versao;Fonte
73144100;;0;--Galvanizadas;21.41;46.50;17.00;0.00;;;;;
73144200;;0;--Revestidas de plásticos;21.41;46.50;17.00;0.00;;;;;
73144900;;0;--Outras;21.41;46.50;17.00;0.00;;;;;
73145000;;0;-Chapas e tiras, distendidas;18.72;41.28;17.00;0.00;;;;;
73151100;;0;--Correntes de rolos;26.49;56.37;17.00;0.00;;;;;
73151210;;0;De transmissão;26.49;56.37;17.00;0.00;;;;;
73151290;;0;Outras;26.49;56.37;17.00;0.00;;;;;
73151900;;0;--Partes;26.49;56.37;17.00;0.00;;;;;
73152000;;0;-Correntes antiderrapantes;26.49;56.37;17.00;0.00;;;;;
73158100;;0;--Correntes de elos com suporte;26.49;56.37;17.00;0.00;;;;;
73158200;;0;--Outras correntes, de elos soldados;17.62;39.15;17.00;0.00;;;;;
73158900;;0;--Outras;26.49;56.37;17.00;0.00;;;;;
73159000;;0;-Outras partes;26.49;56.37;17.00;0.00;;;;;
73160000;;0;Âncoras, fateixas, e suas partes, de ferro fundido, ferro ou aço.;26.49;56.37;17.00;0.00;;;;;
73170010;;0;Tachas;18.54;43.02;17.00;0.00;;;;;
73170020;;0;Grampos de fio curvado;18.54;43.02;17.00;0.00;;;;;
73170030;;0;Pontas ou dentes para máquinas têxteis;18.54;43.02;17.00;0.00;;;;;
73170090;;0;Outros;18.54;43.02;17.00;0.00;;;;;
73181100;;0;--Tira-fundos;17.90;42.26;17.00;0.00;;;;;
73181200;;0;--Outros parafusos para madeira;17.90;42.26;17.00;0.00;;;;;
73181300;;0;--Ganchos e armelas;17.90;42.26;17.00;0.00;;;;;
73181400;;0;--Parafusos perfurantes;17.90;42.26;17.00;0.00;;;;;
73181500;;0;--Outros parafusos e pinos ou pernos, mesmo com as porcas e arruelas;17.90;42.26;17.00;0.00;;;;;
73181600;;0;--Porcas;17.90;42.26;17.00;0.00;;;;;
73181900;;0;--Outros;17.90;42.26;17.00;0.00;;;;;
73182100;;0;--Arruelas de pressão e outras arruelas de segurança;17.90;42.26;17.00;0.00;;;;;
73182200;;0;--Outras arruelas;17.90;42.26;17.00;0.00;;;;;
73182300;;0;--Rebites;17.90;42.26;17.00;0.00;;;;;
73182400;;0;--Chavetas, cavilhas e contrapinos ou troços;17.90;42.26;17.00;0.00;;;;;
73182900;;0;--Outros;17.90;42.26;17.00;0.00;;;;;
73194000;;0;-Alfinetes de segurança e outros alfinetes;26.49;57.88;17.00;0.00;;;;;
73199000;;0;-Outros;26.49;57.88;17.00;0.00;;;;;
73201000;;0;-Molas de folhas e suas folhas;15.00;38.17;17.00;0.00;;;;;
73201000;01;0;Ex 01 - Para ônibus ou caminhões, com espessura da folha igual ou superior a 9 mm;16.37;44.46;17.00;0.00;;;;;
73202010;;0;Cilíndricas;18.72;41.89;17.00;0.00;;;;;
73202090;;0;Outras;18.72;41.89;17.00;0.00;;;;;
73209000;;0;-Outras;18.72;41.89;17.00;0.00;;;;;
73211100;;0;--A combustíveis gasosos, ou a gás e outros combustíveis;17.30;51.57;17.00;0.00;;;;;
73211100;01;0;Ex 01 - Fogões de cozinha;16.37;46.64;17.00;0.00;;;;;
73211200;;0;--A combustíveis líquidos;17.30;51.57;17.00;0.00;;;;;
73211200;01;0;Ex 01 - Fogões de cozinha;16.37;46.64;17.00;0.00;;;;;
73211900;;0;--Outros, incluindo os aparelhos a combustíveis sólidos;17.30;51.57;17.00;0.00;;;;;
73211900;01;0;Ex 01 - Fogões de cozinha;16.37;46.64;17.00;0.00;;;;;
73218100;;0;--A combustíveis gasosos, ou a gás e outros combustíveis;22.54;56.81;17.00;0.00;;;;;
73218200;;0;--A combustíveis líquidos;22.54;56.81;17.00;0.00;;;;;
73218900;;0;--Outros, incluindo os aparelhos a combustíveis sólidos;22.54;56.81;17.00;0.00;;;;;
73219000;;0;-Partes;17.30;50.15;17.00;0.00;;;;;
73219000;01;0;Ex 01 – De fogões de cozinha;16.37;45.57;17.00;0.00;;;;;
73221100;;0;--De ferro fundido;26.49;59.34;17.00;0.00;;;;;
73221900;;0;--Outros;26.49;59.34;17.00;0.00;;;;;
73229010;;0;Geradores de ar quente a combustível líquido, com capacidade superior ou igual a 1.500 kcal/h, mas inferior ou igual a 10.400 kcal/h, do tipo dos utilizados em veículos automóveis;26.49;46.05;17.00;0.00;;;;;
73229090;;0;Outros;26.49;59.34;17.00;0.00;;;;;
73231000;;0;-Palha de ferro ou aço, esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento ou usos semelhantes;18.21;51.06;17.00;0.00;;;;;
73231000;01;0;Ex 01 - Esponja de lã de aço;17.07;46.27;17.00;0.00;;;;;
73239100;;0;--De ferro fundido, não esmaltados;22.54;55.39;17.00;0.00;;;;;
73239200;;0;--De ferro fundido, esmaltados;22.54;55.39;17.00;0.00;;;;;
73239300;;0;--De aço inoxidável;22.54;55.39;17.00;0.00;;;;;
73239400;;0;--De ferro ou aço, esmaltados;22.54;55.39;17.00;0.00;;;;;
73239900;;0;--Outros;22.54;55.39;17.00;0.00;;;;;
73241000;;0;-Pias e lavatórios, de aço inoxidável;13.45;36.85;17.00;0.00;;;;;
73242100;;0;--De ferro fundido, mesmo esmaltadas;16.90;40.30;17.00;0.00;;;;;
73242900;;0;--Outras;16.90;40.30;17.00;0.00;;;;;
73249000;;0;-Outros, incluindo as partes;16.90;40.30;17.00;0.00;;;;;
73251000;;0;-De ferro fundido, não maleável;14.72;34.46;17.00;0.00;;;;;
73259100;;0;--Esferas e artefatos semelhantes, para moinhos;14.72;34.46;17.00;0.00;;;;;
73259910;;0;De aço;14.72;34.46;17.00;0.00;;;;;
73259990;;0;Outras;14.72;34.46;17.00;0.00;;;;;
73261100;;0;--Esferas e artefatos semelhantes, para moinhos;15.27;35.92;17.00;0.00;;;;;
73261900;;0;--Outras;15.27;35.92;17.00;0.00;;;;;
73262000;;0;-Obras de fio de ferro ou aço;14.40;35.05;17.00;0.00;;;;;
73269010;;0;Calotas elípticas de aço ao níquel, segundo Norma ASME SA 353, dos tipos utilizados na fabricação de recipientes para gases comprimidos ou liquefeitos;14.40;32.39;17.00;0.00;;;;;
73269090;;0;Outras;14.40;23.65;5.60;0.00;;;;;
74010000;;0;Mates de cobre, cobre de cementação  precipitado de cobre .;13.45;28.20;12.00;0.00;;;;;
74020000;;0;Cobre não refinado, ânodos de cobre para refinação eletrolítica.;13.45;28.20;12.00;0.00;;;;;
74031100;;0;--Cátodos e seus elementos;13.45;28.20;12.00;0.00;;;;;
74031200;;0;--Barras para obtenção de fios  wire-bars ;13.45;28.20;12.00;0.00;;;;;
74031300;;0;--Palanquilhas  billets ;13.45;28.20;12.00;0.00;;;;;
74031900;;0;--Outros;13.45;28.20;12.00;0.00;;;;;
74032100;;0;--À base de cobre-zinco  latão ;13.45;28.20;12.00;0.00;;;;;
74032200;;0;--À base de cobre-estanho  bronze ;13.45;28.20;12.00;0.00;;;;;
74032900;;0;--Outras ligas de cobre  exceto ligas-mãe da posição 74.05 ;13.45;28.20;12.00;0.00;;;;;
74040000;;0;Desperdícios e resíduos, de cobre.;4.20;17.55;12.00;0.00;;;;;
74050000;;0;Ligas-mãe de cobre.;4.20;23.95;17.00;0.00;;;;;
74061000;;0;-Pós de estrutura não lamelar;13.45;28.20;12.00;0.00;;;;;
74062000;;0;-Pós de estrutura lamelar, escamas;13.45;28.20;12.00;0.00;;;;;
74071010;;0;Barras;7.15;26.39;12.00;0.00;;;;;
74071021;;0;Ocos;16.40;35.64;12.00;0.00;;;;;
74071029;;0;Outros;16.40;35.64;12.00;0.00;;;;;
74072110;;0;Barras;6.01;22.68;12.00;0.00;;;;;
74072120;;0;Perfis;15.26;36.93;17.00;0.00;;;;;
74072910;;0;Barras;15.26;36.93;17.00;0.00;;;;;
74072921;;0;Ocos;15.26;36.93;17.00;0.00;;;;;
74072929;;0;Outros;15.26;36.93;17.00;0.00;;;;;
74081100;;0;--Com a maior dimensão da seção transversal superior a 6 mm;13.45;29.50;12.00;0.00;;;;;
74081900;;0;--Outros;13.45;30.12;12.00;0.00;;;;;
74082100;;0;--À base de cobre-zinco  latão ;15.26;36.93;17.00;0.00;;;;;
74082200;;0;--À base de cobre-níquel  cuproníquel  ou de cobre-níquel-zinco  maillechort ;15.26;36.93;17.00;0.00;;;;;
74082911;;0;Fosforoso;15.26;36.93;17.00;0.00;;;;;
74082919;;0;Outros;15.26;36.93;17.00;0.00;;;;;
74082990;;0;Outros;15.26;36.93;17.00;0.00;;;;;
74091100;;0;--Em rolos;6.01;22.68;12.00;0.00;;;;;
74091900;;0;--Outras;6.01;27.68;17.00;0.00;;;;;
74092100;;0;--Em rolos;6.01;22.68;12.00;0.00;;;;;
74092900;;0;--Outras;6.01;27.68;17.00;0.00;;;;;
74093111;;0;Com uma camada intermediária de liga de cobre-estanho ou cobre-estanho-chumbo, aplicada por sinterização;15.26;33.61;17.00;0.00;;;;;
74093119;;0;Outras;15.26;36.93;17.00;0.00;;;;;
74093190;;0;Outras;15.26;36.93;17.00;0.00;;;;;
74093900;;0;--Outras;15.26;36.93;17.00;0.00;;;;;
74094010;;0;Em rolos;15.26;36.93;17.00;0.00;;;;;
74094090;;0;Outros;15.26;36.93;17.00;0.00;;;;;
74099000;;0;-De outras ligas de cobre;15.26;36.93;17.00;0.00;;;;;
74101112;;0;De espessura inferior ou igual a 0,04 mm e uma resistividade elétrica inferior ou igual a 0,017241 ohm.mm2/m;15.26;32.86;17.00;0.00;;;;;
74101113;;0;Outras, de espessura inferior ou igual a 0,04 mm;15.26;36.93;17.00;0.00;;;;;
74101119;;0;Outras;15.26;36.93;17.00;0.00;;;;;
74101190;;0;Outras;15.26;31.93;12.00;0.00;;;;;
74101200;;0;--De ligas de cobre;15.26;36.93;17.00;0.00;;;;;
74102110;;0;Com suporte isolante de resina epóxida e fibra de vidro, dos tipos utilizados para circuitos impressos;15.26;34.32;17.00;0.00;;;;;
74102120;;0;Com espessura superior a 0,012 mm, sobre suporte de poliéster ou poliimida e com espessura total, incluindo o suporte, inferior ou igual a 0,195 mm;15.26;32.86;17.00;0.00;;;;;
74102130;;0;Com suporte isolante de resina fenólica e papel, dos tipos utilizados para circuitos impressos;15.26;34.32;17.00;0.00;;;;;
74102190;;0;Outras;6.01;27.68;17.00;0.00;;;;;
74102200;;0;--De ligas de cobre;15.26;36.93;17.00;0.00;;;;;
74111010;;0;Não aletados nem ranhurados;7.30;27.88;12.00;0.00;;;;;
74111090;;0;Outros;16.55;37.13;12.00;0.00;;;;;
74112110;;0;Não aletados nem ranhurados;7.30;32.88;17.00;0.00;;;;;
74112190;;0;Outros;7.30;32.88;17.00;0.00;;;;;
74112210;;0;Não aletados nem ranhurados;15.26;37.53;17.00;0.00;;;;;
74112290;;0;Outros;16.55;42.13;17.00;0.00;;;;;
74112910;;0;Não aletados nem ranhurados;16.55;42.13;17.00;0.00;;;;;
74112990;;0;Outros;16.55;42.13;17.00;0.00;;;;;
74121000;;0;-De cobre refinado;16.64;42.47;17.00;0.00;;;;;
74122000;;0;-De ligas de cobre;7.39;33.22;17.00;0.00;;;;;
74130000;;0;Cordas, cabos, tranças e artefatos semelhantes, de cobre, não isolados para usos elétricos.;13.45;39.28;17.00;0.00;;;;;
74151000;;0;-Tachas, pregos, percevejos, escápulas e artefatos semelhantes;16.90;39.17;17.00;0.00;;;;;
74152100;;0;--Arruelas  incluindo as de pressão ;16.90;39.17;17.00;0.00;;;;;
74152900;;0;--Outros;16.90;39.17;17.00;0.00;;;;;
74153300;;0;--Parafusos, pinos ou pernos e porcas;16.90;39.17;17.00;0.00;;;;;
74153900;;0;--Outros;16.90;39.17;17.00;0.00;;;;;
74181000;;0;-Artefatos de uso doméstico e suas partes, esponjas, esfregões, luvas e artefatos semelhantes, para limpeza, polimento ou usos semelhantes;16.31;38.25;17.00;0.00;;;;;
74182000;;0;-Artefatos de higiene ou de toucador, e suas partes;18.36;43.41;17.00;0.00;;;;;
74191000;;0;-Correntes, cadeias, e suas partes;15.26;38.10;17.00;0.00;;;;;
74199100;;0;--Vazadas, moldadas, estampadas ou forjadas, mas não trabalhadas de outro modo;16.90;39.74;17.00;0.00;;;;;
74199910;;0;Telas metálicas de fio de cobre;13.45;35.72;17.00;0.00;;;;;
74199920;;0;Grades e redes, de fio de cobre, chapas e tiras, distendidas;13.45;35.72;17.00;0.00;;;;;
74199930;;0;Molas;16.90;39.17;17.00;0.00;;;;;
74199990;;0;Outras;15.26;26.70;5.60;0.00;;;;;
74199990;01;0;Ex 01 - Aparelhos não elétricos, para cozinhar ou aquecer, dos tipos utilizados para uso doméstico, e suas partes;17.07;45.16;17.00;0.00;;;;;
75011000;;0;-Mates de níquel;13.45;35.35;17.00;0.00;;;;;
75012000;;0;-Sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel;13.45;35.35;17.00;0.00;;;;;
75021010;;0;Catodos;13.45;35.35;17.00;0.00;;;;;
75021090;;0;Outros;13.45;35.35;17.00;0.00;;;;;
75022000;;0;-Ligas de níquel;13.45;35.35;17.00;0.00;;;;;
75030000;;0;Desperdícios e resíduos, de níquel.;4.20;23.29;17.00;0.00;;;;;
75040010;;0;Não ligado;4.20;26.10;17.00;0.00;;;;;
75040090;;0;Outros;4.20;26.10;17.00;0.00;;;;;
75051110;;0;Barras;4.20;29.95;17.00;0.00;;;;;
75051121;;0;Ocos;4.20;29.95;17.00;0.00;;;;;
75051129;;0;Outros;4.20;29.95;17.00;0.00;;;;;
75051210;;0;Barras;4.20;29.95;17.00;0.00;;;;;
75051221;;0;Ocos;4.20;29.95;17.00;0.00;;;;;
75051229;;0;Outros;4.20;29.95;17.00;0.00;;;;;
75052100;;0;--De níquel não ligado;4.20;29.95;17.00;0.00;;;;;
75052200;;0;--De ligas de níquel;4.20;29.95;17.00;0.00;;;;;
75061000;;0;-De níquel não ligado;13.45;39.20;17.00;0.00;;;;;
75062000;;0;-De ligas de níquel;13.45;39.20;17.00;0.00;;;;;
75071100;;0;--De níquel não ligado;13.45;40.39;17.00;0.00;;;;;
75071200;;0;--De ligas de níquel;4.20;31.14;17.00;0.00;;;;;
75072000;;0;-Acessórios para tubos;13.45;40.39;17.00;0.00;;;;;
75081000;;0;-Telas metálicas e grades, de fios de níquel;13.45;41.54;17.00;0.00;;;;;
75089010;;0;Cilindros ocos de seção variável, obtidos por centrifugação, dos tipos utilizados em reformadores estequiométricos de gás natural;13.45;32.54;17.00;0.00;;;;;
75089090;;0;Outras;13.45;41.54;17.00;0.00;;;;;
76011000;;0;-Alumínio não ligado;15.03;34.95;17.00;0.00;;;;;
76012000;;0;-Ligas de alumínio;15.03;34.95;17.00;0.00;;;;;
76020000;;0;Desperdícios e resíduos, de alumínio.;4.20;21.80;17.00;0.00;;;;;
76031000;;0;-Pós de estrutura não lamelar;15.03;34.95;17.00;0.00;;;;;
76032000;;0;-Pós de estrutura lamelar, escamas;15.03;34.95;17.00;0.00;;;;;
76041010;;0;Barras;4.20;26.19;17.00;0.00;;;;;
76041021;;0;Ocos;4.20;26.19;17.00;0.00;;;;;
76041029;;0;Outros;4.20;26.19;17.00;0.00;;;;;
76042100;;0;--Perfis ocos;4.20;26.19;17.00;0.00;;;;;
76042911;;0;Forjadas, de seção transversal circular, de diâmetro superior ou igual a 400 mm mas inferior ou igual a 760 mm;4.20;22.60;17.00;0.00;;;;;
76042919;;0;Outras;4.20;26.19;17.00;0.00;;;;;
76042920;;0;Perfis;4.20;26.19;17.00;0.00;;;;;
76051110;;0;Com um teor de alumínio superior ou igual a 99,45%, em peso, e uma resistividade elétrica inferior ou igual a 0,0283 ohm.mm2/m;15.40;37.39;17.00;0.00;;;;;
76051190;;0;Outros;15.40;37.39;17.00;0.00;;;;;
76051910;;0;Com um teor de alumínio superior ou igual a 99,45%, em peso, e uma resistividade elétrica inferior ou igual a 0,0283 ohm.mm2/m;15.40;37.39;17.00;0.00;;;;;
76051990;;0;Outros;15.40;37.39;17.00;0.00;;;;;
76052110;;0;Com um teor, em peso, de alumínio superior ou igual a 98,45%, e de magnésio e silício, considerados individualmente, superior ou igual a 0,45% e inferior ou igual a 0,55% e uma resistividade elétrica inferior ou igual a 0,0328 ohm.mm2/m;15.40;37.39;17.00;0.00;;;;;
76052190;;0;Outros;15.40;37.39;17.00;0.00;;;;;
76052910;;0;Com um teor, em peso, de alumínio superior ou igual a 98,45%, e de magnésio e silício, considerados individualmente, superior ou igual a 0,45% e inferior ou igual a 0,55% e uma resistividade elétrica inferior ou igual a 0,0328 ohm.mm2/m;15.40;37.39;17.00;0.00;;;;;
76052990;;0;Outros;15.40;37.39;17.00;0.00;;;;;
76061110;;0;Com um teor, em peso, de silício superior ou igual a 0,05% e inferior ou igual a 0,20%, de ferro superior ou igual a 0,20% e inferior ou igual a 0,40%, de cobre inferior ou igual a 0,05%, de zinco inferior ou igual a 0,05%, de manganês inferior ou igual a;15.40;33.80;17.00;0.00;;;;;
76061190;;0;Outras;15.40;37.39;17.00;0.00;;;;;
76061210;;0;Com teores, em peso, de magnésio superior ou igual a 4% e inferior ou igual a 5%, de manganês superior ou igual a 0,20% e inferior ou igual a 0,50%, de ferro inferior ou igual a 0,35%, de silício inferior ou igual a 0,20% e de outros metais, em conjunto,;6.15;28.14;17.00;0.00;;;;;
76061220;;0;Com um teor, em peso, de silício superior ou igual a 0,05% e inferior ou igual a 0,20%, de ferro superior ou igual a 0,20% e inferior ou igual a 0,40%, de cobre inferior ou igual a 0,05%, de zinco inferior ou igual a 0,05%, de manganês superior a 0,1% e i;6.15;24.55;17.00;0.00;;;;;
76061290;;0;Outras;6.15;28.14;17.00;0.00;;;;;
76069100;;0;--De alumínio não ligado;15.40;37.39;17.00;0.00;;;;;
76069200;;0;--De ligas de alumínio;15.40;37.39;17.00;0.00;;;;;
76071110;;0;Com um teor, em peso, de silício superior ou igual a 0,05% e inferior ou igual a 0,20%, de ferro superior ou igual a 0,20% e inferior ou igual a 0,40%, de cobre inferior ou igual a 0,05%, de zinco inferior ou igual a 0,05%, de manganês inferior ou igual a;15.40;33.80;17.00;0.00;;;;;
76071190;;0;Outras;14.30;33.80;17.00;0.00;;;;;
76071910;;0;Gravadas, mesmo com camada de óxido de alumínio, de espessura inferior ou igual a 110 micrômetros  mícrons  e com um conteúdo de alumínio superior ou igual a 99,9%, em peso;15.40;33.80;17.00;0.00;;;;;
76071990;;0;Outras;15.40;37.39;17.00;0.00;;;;;
76072000;;0;-Com suporte;15.40;37.39;17.00;0.00;;;;;
76081000;;0;-De alumínio não ligado;4.20;29.41;17.00;0.00;;;;;
76082010;;0;Sem costura, extrudados e trefilados, segundo Norma ASTM B210, de seção circular, de liga AA 6061  Aluminium Association , com limite elástico aparente de Johnson  JAEL  superior a 3.000 Nm, segundo Norma SAE AE7, diâmetro externo superior ou igual a 85 m;4.20;23.02;17.00;0.00;;;;;
76082090;;0;Outros;4.20;29.41;17.00;0.00;;;;;
76090000;;0;Acessórios para tubos  por exemplo, uniões, cotovelos, luvas , de alumínio.;15.07;36.85;17.00;0.00;;;;;
76101000;;0;-Portas e janelas, e seus caixilhos, alizares e soleiras;4.20;30.35;17.00;0.00;;;;;
76109000;;0;-Outros;4.20;30.35;17.00;0.00;;;;;
76110000;;0;Reservatórios, tonéis, cubas e recipientes semelhantes para quaisquer matérias  exceto gases comprimidos ou liquefeitos , de alumínio, de capacidade superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo.;15.40;38.66;17.00;0.00;;;;;
76121000;;0;-Recipientes tubulares, flexíveis;7.93;31.19;17.00;0.00;;;;;
76129011;;0;Para aerossóis, com capacidade inferior ou igual a 700 cm3;7.93;31.19;17.00;0.00;;;;;
76129012;;0;Isotérmicos, refrigerados a nitrogênio  azoto  líquido, dos tipos utilizados para sêmen, sangue, tecidos biológicos e outros produtos similares;7.93;26.33;17.00;0.00;;;;;
76129019;;0;Outros;8.02;31.28;17.00;0.00;;;;;
76129090;;0;Outros;8.02;19.88;5.60;0.00;;;;;
76130000;;0;Recipientes para gases comprimidos ou liquefeitos, de alumínio.;17.18;40.44;17.00;0.00;;;;;
76141010;;0;Cordas e cabos;7.93;29.92;17.00;0.00;;;;;
76141090;;0;Outros;7.93;29.92;17.00;0.00;;;;;
76149010;;0;Cabos;7.93;29.92;17.00;0.00;;;;;
76149090;;0;Outros;7.93;29.92;17.00;0.00;;;;;
76151000;;0;-Artefatos de uso doméstico e suas partes, esponjas, esfregões, luvas e artefatos semelhantes, para limpeza, polimento ou usos semelhantes;16.31;38.25;17.00;0.00;;;;;
76152000;;0;-Artefatos de higiene ou de toucador, e suas partes;15.90;20.22;0.00;0.00;;;;;
76161000;;0;-Tachas, pregos, escápulas, parafusos, pinos ou pernos roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, arruelas e artefatos semelhantes;18.27;42.38;17.00;0.00;;;;;
76169100;;0;--Telas metálicas, grades e redes, de fios de alumínio;9.02;33.13;17.00;0.00;;;;;
76169900;;0;--Outras;6.72;30.83;17.00;0.00;;;;;
78011011;;0;Em lingotes;13.45;34.04;17.00;0.00;;;;;
78011019;;0;Outros;13.45;34.04;17.00;0.00;;;;;
78011090;;0;Outros;13.45;34.04;17.00;0.00;;;;;
78019100;;0;--Que contenham antimônio como segundo elemento predominante em peso;13.45;33.34;17.00;0.00;;;;;
78019900;;0;--Outros;13.45;33.34;17.00;0.00;;;;;
78020000;;0;Desperdícios e resíduos, de chumbo.;4.20;23.35;17.00;0.00;;;;;
78041100;;0;--Folhas e tiras, de espessura não superior a 0,2 mm  excluindo o suporte ;13.45;35.38;17.00;0.00;;;;;
78041900;;0;--Outras;13.45;35.38;17.00;0.00;;;;;
78042000;;0;-Pós e escamas;13.45;33.34;17.00;0.00;;;;;
78060010;;0;Barras, perfis e fios;13.45;35.38;17.00;0.00;;;;;
78060020;;0;Tubos e seus acessórios;13.45;36.01;17.00;0.00;;;;;
78060090;;0;Outras;13.45;36.62;17.00;0.00;;;;;
79011111;;0;Em lingotes;4.20;27.43;17.00;0.00;;;;;
79011119;;0;Outros;4.20;27.43;17.00;0.00;;;;;
79011191;;0;Em lingotes;4.20;27.43;17.00;0.00;;;;;
79011199;;0;Outros;4.20;27.43;17.00;0.00;;;;;
79011210;;0;Em lingotes;4.20;27.43;17.00;0.00;;;;;
79011290;;0;Outros;4.20;26.10;17.00;0.00;;;;;
79012010;;0;Em lingotes;13.45;36.68;17.00;0.00;;;;;
79012090;;0;Outros;13.45;36.68;17.00;0.00;;;;;
79020000;;0;Desperdícios e resíduos, de zinco.;4.20;23.29;17.00;0.00;;;;;
79031000;;0;-Poeiras de zinco;13.45;35.35;17.00;0.00;;;;;
79039000;;0;-Outros;13.45;35.35;17.00;0.00;;;;;
79040000;;0;Barras, perfis e fios, de zinco.;13.45;39.20;17.00;0.00;;;;;
79050000;;0;Chapas, folhas e tiras, de zinco.;13.45;39.20;17.00;0.00;;;;;
79070010;;0;Tubos e seus acessórios;13.45;40.39;17.00;0.00;;;;;
79070090;;0;Outras;13.45;41.54;17.00;0.00;;;;;
80011000;;0;-Estanho não ligado;13.45;35.35;17.00;0.00;;;;;
80012000;;0;-Ligas de estanho;13.45;35.35;17.00;0.00;;;;;
80020000;;0;Desperdícios e resíduos, de estanho.;4.20;23.29;17.00;0.00;;;;;
80030000;;0;Barras, perfis e fios, de estanho.;4.20;29.95;17.00;0.00;;;;;
80070010;;0;Chapas, folhas e tiras;13.45;39.20;17.00;0.00;;;;;
80070020;;0;Pós e escamas;13.45;35.35;17.00;0.00;;;;;
80070030;;0;Tubos e seus acessórios;13.45;40.39;17.00;0.00;;;;;
80070090;;0;Outras;13.45;36.62;17.00;0.00;;;;;
81011000;;0;-Pós;4.20;23.29;17.00;0.00;;;;;
81019400;;0;--Tungstênio  volfrâmio  em formas brutas, incluindo as barras simplesmente obtidas por sinterização;4.20;23.29;17.00;0.00;;;;;
81019600;;0;--Fios;4.20;23.29;17.00;0.00;;;;;
81019700;;0;--Desperdícios e resíduos;4.20;23.29;17.00;0.00;;;;;
81019910;;0;Do tipo dos utilizados na fabricação de contatos elétricos;4.20;23.29;17.00;0.00;;;;;
81019990;;0;Outros;4.20;23.29;17.00;0.00;;;;;
81021000;;0;-Pós;4.20;23.29;17.00;0.00;;;;;
81029400;;0;--Molibdênio em formas brutas, incluindo as barras simplesmente obtidas por sinterização;4.20;23.29;17.00;0.00;;;;;
81029500;;0;--Barras, exceto as simplesmente obtidas por sinterização, perfis, chapas, tiras e folhas;4.20;23.29;17.00;0.00;;;;;
81029600;;0;--Fios;4.20;23.29;17.00;0.00;;;;;
81029700;;0;--Desperdícios e resíduos;4.20;23.29;17.00;0.00;;;;;
81029900;;0;--Outros;4.20;23.29;17.00;0.00;;;;;
81032000;;0;-Tântalo em formas brutas, incluindo as barras simplesmente obtidas por sinterização, pós;13.45;32.54;17.00;0.00;;;;;
81033000;;0;-Desperdícios e resíduos;4.20;23.29;17.00;0.00;;;;;
81039000;;0;-Outros;13.45;32.54;17.00;0.00;;;;;
81041100;;0;--Que contenha pelo menos 99,8%, em peso, de magnésio;13.45;35.35;17.00;0.00;;;;;
81041900;;0;--Outros;13.45;35.35;17.00;0.00;;;;;
81042000;;0;-Desperdícios e resíduos;4.20;23.29;17.00;0.00;;;;;
81043000;;0;-Aparas, resíduos de torno e grânulos, calibrados, pós;7.12;29.02;17.00;0.00;;;;;
81049000;;0;-Outros;16.37;39.60;17.00;0.00;;;;;
81052010;;0;Em formas brutas;13.45;33.97;17.00;0.00;;;;;
81052021;;0;De ligas à base de cobalto-cromo-tungstênio  volfrâmio   estelites ;13.45;32.54;17.00;0.00;;;;;
81052029;;0;Outros;13.45;35.35;17.00;0.00;;;;;
81052090;;0;Outros;13.45;35.35;17.00;0.00;;;;;
81053000;;0;-Desperdícios e resíduos;4.20;26.10;17.00;0.00;;;;;
81059010;;0;Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas;4.20;26.10;17.00;0.00;;;;;
81059090;;0;Outros;13.45;35.35;17.00;0.00;;;;;
81060010;;0;Em formas brutas;13.45;32.54;17.00;0.00;;;;;
81060090;;0;Outros;4.20;23.29;17.00;0.00;;;;;
81072010;;0;Em formas brutas;13.45;35.35;17.00;0.00;;;;;
81072020;;0;Pós;13.45;35.35;17.00;0.00;;;;;
81073000;;0;-Desperdícios e resíduos;4.20;26.10;17.00;0.00;;;;;
81079000;;0;-Outros;13.45;35.35;17.00;0.00;;;;;
81082000;;0;-Titânio em formas brutas, pós;4.20;23.29;17.00;0.00;;;;;
81083000;;0;-Desperdícios e resíduos;4.20;23.29;17.00;0.00;;;;;
81089000;;0;-Outros;4.20;23.29;17.00;0.00;;;;;
81092000;;0;-Zircônio em formas brutas, pós;13.45;32.54;17.00;0.00;;;;;
81093000;;0;-Desperdícios e resíduos;4.20;23.29;17.00;0.00;;;;;
81099000;;0;-Outros;13.45;32.54;17.00;0.00;;;;;
81101010;;0;Em formas brutas;13.45;32.54;17.00;0.00;;;;;
81101020;;0;Pós;13.45;35.35;17.00;0.00;;;;;
81102000;;0;-Desperdícios e resíduos;4.20;26.10;17.00;0.00;;;;;
81109000;;0;-Outros;13.45;35.35;17.00;0.00;;;;;
81110010;;0;Em formas brutas;13.45;35.35;17.00;0.00;;;;;
81110020;;0;Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas;13.45;35.35;17.00;0.00;;;;;
81110090;;0;Outros;4.20;26.10;17.00;0.00;;;;;
81121200;;0;--Em formas brutas, pós;13.45;35.35;17.00;0.00;;;;;
