codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
44072940;;0;"Madeira de louro,serrada/cortada em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44072950;;0;"De canafistula (peltophorum vogelianum)";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44072960;;0;"De cabreuva parda (myrocarpus spp)";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44072970;;0;"De urundei (astronium balansae)";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44072990;;0;"Outs.madeiras tropicais,serradas/cort.fls.etc. esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079100;;0;"Madeira de carvalho,serrada/cortada em fls.etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079200;;0;"Madeira de faia,serrada/cortada em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079300;;0;"Madeira de ácer,serrada/cortada em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079400;;0;"Madeira de cerejeira,serrada/cortada em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079500;;0;"Madeira de freixo,serrada/cortada em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079600;;0;"De betula (vidoeiro) (betula spp)";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079700;;0;"De choupo (alamo) (populus spp)";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079920;;0;"Madeira de peroba,serrada/cortada em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079930;;0;"Madeira de guaiuvira,serrada/cortada em fls.etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079960;;0;"Madeira de amendoim,serrada/cortada em fls.etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079970;;0;"Madeira de angico preto,serrada/cort.em fls.etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44079990;;0;"Outs.madeiras serradas/cortadas em folhas,etc.esp>6mm";4.20;8.10;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44081010;;0;"Folhas de madeira obtidas por corte de madieira estratificada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44081091;;0;"Folhas de madeira,de pinho brasil,espessura<=6mm";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44081099;;0;"Folhas de outs.madeiras,de coniferas,espessura<=6mm";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44083110;;0;"Folhas de madeira,de dark/light red meranti,etc.e<=6mm,otidas por corte de madeira estratificada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44083190;;0;"Outs folhas de madeira,de dark/light red meranti,etc.e<=6mm";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44083910;;0;"Outs folhas de madeiras tropicais,obtidas por corte de madeira estratificada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44083991;;0;"Folhas de madeira,de cedro,espessura<=6mm";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44083992;;0;"Folhas de madeira,de pau marfim,espessura<=6mm";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44083999;;0;"Folhas de outs.madeiras tropicais,espessura<=6mm";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44089010;;0;"Outs folhas de outs.madeiras,obtidas por corte de madeira estratificada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44089090;;0;"Folhas p/folhead.etc.de outs.madeiras";5.80;9.70;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44091000;;0;"Madeira de coniferas,perfilada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44092100;;0;"Madeira de bambu,perfilada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44092200;;0;"De madeiras tropicais";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44092900;;0;"Madeira de nao coniferas,perfilada";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101110;;0;"Paineis de partículas de madeira, em bruto ou simplesmente polidos";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101121;;0;"Paineis de partículas de madeira, recobertos na superfície com papel impregnado de melamina em ambas as faces, com película protetora na face superior e trabalho de encaixe nas quatro laterais, dos tipos utilizados para pavimentos";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101129;;0;"Outros paineis de partículas de madeira, recobertos na superfície com papel impregnado de melamina";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101190;;0;"Outros paineis de madeira";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101210;;0;"Paineis de madeira denominados denominados “oriented strand board” (osb), em bruto ou polidos";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101290;;0;"Outros paineis de madeira denominados denominados “oriented strand board” (osb)";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101911;;0;"Paineis de madeira denominados waferboard, em bruto ou polidos";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101919;;0;"Outs paineis de madeira denominados waferboard";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101991;;0;"Outros paineis de madeira, em bruto ou simplesmente polidos";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101992;;0;"Outros paineis de madeira, recobeeros na superfície c/ papel impregnado de melamina";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44101999;;0;"Outros paineis de madeira";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44109000;;0;"Paineis de outs.materias lenhosas";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111210;;0;"Paineis de fibras de madeira,de media densidade (denominados mdf) de espessura <=5mm, n/trab.mecan. nem recobertos à superfície";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111290;;0;"Outros paineis de fibras de madeira,de media densidade (denominados mdf) de espessura <=5mm,";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111310;;0;"Paineis de fibras de madeira,de media densidade (denominados mdf) de espessura >5mm e <= 9mm, n/trab.mecan. nem recobertos à superfície";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111391;;0;"Outs paineis de fibras de madeira,de media densidade (denominados mdf) de espessura >5mm e <= 9mm, recobertos em ambas as faces com papel impregnado de melamina, película protetora na face superior e trabalho de encaixe nas quatro laterais, dos tipos utilizados para pavimentos";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111399;;0;"Outs paineis de fibras de madeira,de media densidade (denominados mdf) de espessura >5mm e <= 9mm";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111410;;0;"Paineis de fibras de madeira,de media densidade (denominados mdf) de espessura >9mm, n/trab.mecan. nem recobertos à superfície";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44111490;;0;"Outs paineis de fibras de madeira,de media densidade (denominados mdf) de espessura >9mm";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44119210;;0;"Paineis de fibras de madeira,n/trab.mecan. d>0.8g/cm3";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44119290;;0;"Outs.paineis de fibras de madeira, densidade>0.8g/cm3";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44119310;;0;"Paineis de fibras de madeira,n/trab.mec. 0.5<d<=0.8g/cm3";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44119390;;0;"Painéis de fibra de madeira ou de outras matérias lenhosas com densidade >0,5 <0,8g/cm3";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44119410;;0;"Paineis de fibras madeira,n/trab.mecan. d<=0.5g/cm3";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44119490;;0;"Outs paineis de fibras madeira,n/trab.mecan. d<=0.5g/cm3";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44121000;;0;"Madeira compensada (contraplacada), madeira folheada e madeiras estratificadas semelhantes, de bambu";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44123100;;0;"Outras madeiras compensadas (contraplacadas) constituidas exclusivamente por folhas de madeira (exceto bambu)cada uma das quais de espessura não superior a  c/fls<=6mm";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44123300;;0;"Outras, com, pelo menos, uma camada exterior de madeira nao conifera, das especies amieiro (alnus spp), freixo (fraxinus spp), faia (fagus spp), betula (vidoeiro) (betula spp), prunoidea (prunus spp), castanheiro (castanea spp), olmo (ulmus spp), eucalipto (eucalyptus spp), nogueira (carya spp), castanheiro da india (aesculus spp), tilia (tilia spp), bordo (acer) (acer spp), carvalho (quercus spp), platano (platanus spp), choupo (alamo) (populus ";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44123400;;0;"Outras, com, pelo menos, uma camada exterior de madeira nao conifera, nao especificadas na subposicao 441233";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44123900;;0;"Outs.madeiras compensadas,com folhas de espessura<=6mm";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44129400;;0;"Outs.madeiras compensadas,com alma aglomerada, alveolada ou lamelada";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44129900;;0;"Outs.madeiras compensadas,folheadas ou estratificadas";5.80;10.85;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44130000;;0;"Madeira densificada,em blocos,pranchas, laminas, perfis";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44140000;;0;"Molduras de madeira,p/quadros,fotografias, espelhos,etc.";7.25;12.30;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44151000;;0;"Caixotes,caixas,engradados,barricas,etc.de madeira";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44152000;;0;"Paletes simples,paletes-caixas,etc.de madeira";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44160010;;0;"Barris,cubas,balsas,dornas,etc.de madeira de carvalho";4.20;6.86;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44160090;;0;"Barris,cubas,balsas,dornas,selhas,etc.de outs.madeiras";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44170010;;0;"Ferramentas de madeira";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44170020;;0;"Formas,alargadeiras e esticadores,de madeira,p/calcados";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44170090;;0;"Armacoes e cabos,de madeira,de ferramentas,escovas,etc.";4.20;9.25;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44181000;;0;"Janelas,janelas de sacada,caixilhos,etc.de madeira";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44182000;;0;"Portas,respect.caixilhos,alizares e soleiras,de madeira";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44184000;;0;"Armacoes de madeira,para concreto";5.80;11.92;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44185000;;0;"Fasquias de madeira,para telhados  (“shingles” e “shakes”)";5.80;11.92;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44186000;;0;"Postes e vigas";5.80;11.92;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44187300;;0;"De bambu ou com, pelo menos, a camada superior de bambu";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44187400;;0;"Outros, para pisos (pavimentos) em mosaico";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44187500;;0;"Outros, de camadas multiplas";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44187900;;0;"Outs.painéis montados para revestimento de pavimentos (pisos";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44189100;;0;"De bambu";5.80;11.92;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44189900;;0;"Outras";5.80;11.92;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44191100;;0;"Tabuas para cortar pao, outras tabuas para cortar e artigos semelhantes";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44191200;;0;"Pauzinhos (hashi ou fachi)";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44191900;;0;"Outros";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44199000;;0;"Outros";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44201000;;0;"Estatuetas e outs.objetos,de madeira,para ornamentacao";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44209000;;0;"Madeira marchetada/incrustada,cofres,etc.de madeira";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44211000;;0;"Cabides de madeira,para vestuario";4.20;10.32;0.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44219100;;0;"De bambu";4.20;9.67;5.60;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
44219900;;0;"Outras";4.20;9.67;5.60;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45011000;;0;"Cortica natural,em bruto ou simplesmente preparada";4.20;6.75;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45019000;;0;"Desperdicios de cortica,cortica triturada,granulada,etc";4.20;6.75;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45019000;01;0;"Cortiça triturada, granulada ou pulverizada";4.20;6.75;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45020000;;0;"Cortica natural,sem a crosta/esquadriada/em cubos,etc.";4.20;7.29;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45031000;;0;"Rolhas de cortica natural";4.20;8.77;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45039000;;0;"Outros obras de cortica natural";4.20;8.77;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45041000;;0;"Cortica aglomerada,em cubos,blocos,chapas,folhas,etc.";4.20;8.77;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
45049000;;0;"Outros obras de cortica aglomerada";4.20;8.77;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46012100;;0;"Esteiras,capachos e divisorias,de bambu";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46012200;;0;"Esteiras,capachos e divisorias,de ratã";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46012900;;0;"Outras esteiras,capachos e divisorias,de materias vegetais";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46019200;;0;"Trancas/etc.de bambu,tecidas/ paralelizadas";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46019300;;0;"Trancas/etc.de ratã,tecidas/ paralelizadas";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46019400;;0;"Trancas/etc.de materias vegetais,tecidas/ paralelizadas";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46019900;;0;"Outros artigos entrançados de outs.materias vegetais";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46021100;;0;"Obras de cestaria,de bambu";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46021200;;0;"Obras de cestaria,de ratã";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46021900;;0;"Obras de cestaria,de outras materias vegetais";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
46029000;;0;"Obras de cestaria,de outs.materias p/entrancar,etc.";4.20;9.79;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47010000;;0;"Pastas mecanicas de madeira";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47020000;;0;"Pasta quimica de madeira,para dissolucao";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47031100;;0;"Pasta quim.madeira de conifera,a soda ou sulfato,crua";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47031900;;0;"Pasta quim.madeira de n/conifera,a soda ou sulfato,crua";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47032100;;0;"Pasta quim.madeira de conifera,a soda/sulfat.semi/branq";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47032900;;0;"Pasta quim.madeira de n/conif.a soda/sulfato,semi/branq";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47041100;;0;"Pasta quim.madeira de conifera,ao bissulfito,crua";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47041900;;0;"Pasta quim.madeira de nao conifera,ao bissulfito,crua";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47042100;;0;"Pasta quim.madeira de conifera,ao bissulfito,semi/branq";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47042900;;0;"Pasta quim.madeira de n/conif.ao bissulfito,semi/branq.";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47050000;;0;"Pastas semiquimicas de madeira";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47061000;;0;"Pastas de linteres de algodao";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47062000;;0;"Pastas de fibras obtidas do papel ou cartao reciclados (desperdícios e aparas)";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47063000;;0;"Pastas mecanicas de bambu";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47069100;;0;"Pastas mecanicas de outs.materias fibrosas celulosicas";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47069200;;0;"Pastas quimicas de outs.materias fibrosas celulosicas";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47069300;;0;"Pastas semiquims.de outs.materias fibrosas celulosicas";4.20;7.49;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47071000;;0;"Papel/cartao kraft,crus ou ondul.de reciclar (desperds)";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47072000;;0;"Outs.papeis/cartoes obt.da pasta quim.branq.de reciclar";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47073000;;0;"Papel/cartao obtidos da pasta mecanica,de reciclar";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
47079000;;0;"Outs.papeis ou cartoes,de reciclar,incl. n/selecionados";4.20;6.86;18.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48010020;;0;"Em folhas, nas que nenhum lado exceda 360 mm, quando nao dobradas";9.54;15.43;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48010030;;0;"Outros, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteudo total de fibras seja constituido por fibras de madeiras obtidas por processo mecanico";11.88;15.48;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48010030;01;0;"Outros, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteudo total de fibras seja constituido por fibras de madeiras obtidas por processo mecanico";9.54;13.14;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48010090;;0;"Outros papeis jornais,em rolos ou em folhas";11.88;16.90;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48010090;01;0;"Outros papeis jornais,em rolos ou em folhas";9.54;14.56;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48021000;;0;"Papel e cartao feitos a mao (folha a folha) c/fibra,processo mecanico";9.54;14.56;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48022010;;0;"Papel/cartao p/fabr.papel/cartao fotossen. etc.rolos,fls";9.80;16.42;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48022090;;0;"Outs papel/cartao p/fabr.papel/cartao fotossen. etc.";9.80;15.39;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48024010;;0;"Papel para fabricacao de papeis de parede. em tiras ou em rolos";9.54;15.43;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48024090;;0;"Outs papel para fabricacao de papeis de parede";9.54;14.56;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48025410;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)<40g/m2, tiras/rolos";9.54;15.43;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48025491;;0;"Outs papeis/cartoes s/fibras fabricado principalmente a partir de pasta branqueada ou pasta obtida por um processo mecânico, de peso inferior a 19g/m2";9.80;12.46;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48025499;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)<40g/m2";9.80;15.39;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48025510;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2, tiras/rolos";9.54;15.43;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48025591;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2, de desenho";9.54;14.56;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
48025592;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2, kraft";9.54;14.56;20.00;0.00;01/02/2019;30/04/2019;801EC4;19.1.A;IBPT/empresometro.com.br
